"Type","Category","Description","Location","Label","Code Unit"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c520","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b930","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb30","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd30","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf30","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c130","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c330","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c530","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b9c0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bbc0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bdc0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bfc0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c1c0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c5c0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b9d0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bbd0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bdd0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bfd0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c1d0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c5d0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b9e0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bbe0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bde0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bfe0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c1e0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c5e0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b9f0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bbf0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bdf0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bff0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c1f0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c3f0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c5f0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b980","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb80","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd80","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf80","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c180","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c580","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b990","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb90","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd90","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf90","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c190","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c590","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b9a0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bba0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bda0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bfa0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c1a0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c5a0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b9b0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bbb0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bdb0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bfb0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c1b0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c5b0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00413910","~Thread_specific_connection_provider","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00424590","~I_chain_element","MOV EAX\,dword ptr [this->field_0x0 + -0x4]"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00424580","~I_progress_reporter","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_progress_reporter::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043d620","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043cc20","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0042ecc0","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043c090","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00425ad0","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00424e60","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00414a20","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00434720","~I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004268c0","~Abstract_crawler","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0044d450","~I_option","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Base::Options::I_option::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0041eeb0","~Abstract_option<enum_Mysql::Tools::Dump::enum_gtid_purged_mode>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00424390","~Instance_callback_own<__int64\,class_Mysql::Tools::Base::Message_data_const&\,class_Mysql::Tools::Dump::Abstract_connection_provider::Message_handler_wrapper>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004276f0","~Abstract_data_object","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00429fa0","~Abstract_dump_task","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043b830","~Abstract_simple_dump_task","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::Abstract_simple_dump_task::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043da60","~I_dump_task","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_dump_task::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0042d3b0","~Database_end_dump_task","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0042d800","~Table_definition_dump_task","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00431df0","~Object_queue","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00434290","~File_writer","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00435790","~I_output_writer_wrapper","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00434dd0","~I_output_writer_wrapper","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004384e0","~I_output_writer_wrapper","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043c530","~Row","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043e4c0","~system_error","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043e120","~error_info_injector<class_boost::system::system_error>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043e0f0","~clone_impl<struct_boost::exception_detail::error_info_injector<class_boost::system::system_error>_>","MOV EAX\,dword ptr [ECX + this->vbtablePtr]"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043e210","~clone_impl<struct_boost::exception_detail::error_info_injector<class_boost::system::system_error>_>","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c370","~error_category","MOV dword ptr [DAT_008fdf34]\,boost::system::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c380","~error_category","MOV dword ptr [DAT_008fdf2c]\,boost::system::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043f1e0","~generic_error_category","MOV EAX\,[$S3]"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043f5b0","~system_error_category","MOV EAX\,[$S2]"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0043f7e0","~Abstract_option<class_Mysql::Tools::Base::Options::Bool_option>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00442b00","~Abstract_option<class_Mysql::Tools::Base::Options::Number_option<int>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00442bb0","~Abstract_option<class_Mysql::Tools::Base::Options::Number_option<unsigned_int>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00442d10","~Abstract_option<class_Mysql::Tools::Base::Options::Number_option<__int64>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00442dc0","~Abstract_option<class_Mysql::Tools::Base::Options::Number_option<unsigned___int64>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00442c60","~Abstract_option<class_Mysql::Tools::Base::Options::Number_option<double>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0044d660","~Abstract_option<class_Mysql::Tools::Base::Options::Simple_option>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0044da00","~Abstract_option<class_Mysql::Tools::Base::Options::Disabled_option>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0044dea0","~Abstract_option<char*>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0044e520","~Abstract_option<class_Mysql::Tools::Base::Options::Password_option>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0044eed0","~Abstract_option<class_Mysql::Tools::Base::Options::String_option>","PUSH EBP"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004c3bc0","~HASH","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00489970","~Handshake_client","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004bbd10","~Handshake","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","00495580","~DH_Server","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004955b0","~EncryptedPreMasterSecret","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","004954d0","~ClientDiffieHellmanPublic","PUSH ESI"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0049ff60","~CertDecoder","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","00406450","~_Generic_error_category","MOV dword ptr [this->field_0x0]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00406460","~_Iostream_error_category","MOV dword ptr [this->field_0x0]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00406490","~_System_error_category","MOV dword ptr [this->field_0x0]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004064a0","~error_category","MOV dword ptr [this->field_0x0]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405ba0","error_category","MOV dword ptr [this->field_0x0]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405b30","_Generic_error_category","MOV dword ptr [this->field_0x0]\,std::_Generic_error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405b50","_Iostream_error_category","MOV dword ptr [this->field_0x0]\,std::_Iostream_error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405b90","_System_error_category","MOV dword ptr [this->field_0x0]\,std::_System_error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00452830","~Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Mysql_connection_options::Ssl_options>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044fed0","~Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Mysql_connection_options>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044f510","~Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Help_options>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044e5f0","~Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Abstract_string_option<Mysql::Tools::Base::Options::Password_option>_>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040ebd0","~Instance_callback<void\,char_*\,Mysql::Tools::Dump::Mysqldump_tool_chain_maker_options>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405390","I_callable<void\,char_*>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044efa0","~Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Abstract_string_option<Mysql::Tools::Base::Options::String_option>_>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044e600","~Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Password_option>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00421640","~Instance_callback<void\,char_*\,Mysql::Tools::Dump::Object_filter>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405c80","~I_callable<void\,char_*>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405ca0","~Instance_callback<void\,char_*\,Mysql::Tools::Dump::Program>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,char*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044b070","~Warning_data","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405f90","~Message_data","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","00406310","~Program","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","004491b0","~Abstract_program","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","004430f0","~Abstract_options_provider","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00442a60","I_options_provider","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Base::Options::I_options_provider::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00442a50","I_option_changed_listener","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Base::Options::I_option_changed_listener::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00449d80","I_connection_factory","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Base::I_connection_factory::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405c90","~I_callable<bool\,Mysql::Tools::Base::Message_data_const_&>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<bool\,class_Mysql::Tools::Base::Message_data_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00405cb0","~Instance_callback<bool\,Mysql::Tools::Base::Message_data_const_&\,Mysql::Tools::Dump::Program>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<bool\,class_Mysql::Tools::Base::Message_data_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004053a0","I_callable<bool\,Mysql::Tools::Base::Message_data_const_&>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<bool\,class_Mysql::Tools::Base::Message_data_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040eb90","runtime_error","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00421610","runtime_error","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040ebb0","runtime_error","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040f030","~Mysqldump_tool_chain_maker_options","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040f530","~exception","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040fc10","`vbase_destructor'","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","00421940","`vbase_destructor'","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040eb00","clone_base","MOV dword ptr [this->field_0x0]\,boost::exception_detail::clone_base::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040eaf0","clone_base","MOV dword ptr [this->field_0x0]\,boost::exception_detail::clone_base::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040f520","~clone_base","MOV dword ptr [this->field_0x0]\,boost::exception_detail::clone_base::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040fb30","operator()","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040eaa0","bad_function_call","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00438370","operator()","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040eac0","bad_function_call","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0040de60","Instance_callback<void\,char_*\,Mysql::Tools::Dump::Mysqldump_tool_chain_maker_options>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00424350","I_connection_provider","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_connection_provider::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004138f0","~Abstract_connection_provider","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_connection_provider::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00413900","~I_connection_provider","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_connection_provider::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00414690","I_progress_reporter","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_progress_reporter::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004148f0","~Abstract_chain_element","MOV dword ptr [this->field_0x0 + -0x20]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00414960","~Standard_progress_watcher","MOV dword ptr [this->field_0x0 + 0xffffff78]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00434710","~Standard_writer","MOV dword ptr [this->field_0x0 + -0x20]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00434be0","~Abstract_output_writer_wrapper","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","00414930","~Abstract_progress_watcher","MOV dword ptr [this->field_0x0 + 0xffffff78]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004148b0","~Instance_callback<void\,Mysql::Tools::Dump::Item_processing_data_*\,Mysql::Tools::Dump::Abstract_chain_element>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00424ca0","I_callable<void\,Mysql::Tools::Dump::Item_processing_data_*>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004148a0","~I_callable<void\,Mysql::Tools::Dump::Item_processing_data_*>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Item_processing_data*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0041cac0","~Instance_callback<void\,bool\,Mysql::Tools::Dump::Mysqldump_tool_chain_maker>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,bool>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0041cab0","~I_callable<void\,bool>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,bool>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0041c600","I_callable<void\,bool>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,bool>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0041ee70","I_option","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Base::Options::I_option::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00421540","escaped_list_error","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00420340","do_escape<std::_String_const_iterator<std::_String_val<std::_Simple_types<char>_>_>\,std::basic_string<char\,std::char_traits<char>\,std::allocator<char>_>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00421560","escaped_list_error","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00420ca0","Instance_callback<void\,char_*\,Mysql::Tools::Dump::Object_filter>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","004242e0","I_callable<__int64\,Mysql::Tools::Base::Message_data_const_&>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Message_data_const&>::`vftable'"
